leistung,rechtsnorm,zielgruppen,themenfelder,category,sub_category,zielgruppe1,zielgruppe2,themenfeld1,themenfeld2
"Leistungen für Wohnraum, Assistenzleistungen, heilpädagogische Leistungen, Leistungen zur Betreuung in einer Pflegefamilie, Leistungen zum Erwerb und Erhalt praktischer Kenntnisse und Fähigkeiten.",§ 76 Leistungen zur Sozialen Teilhabe SGB IX,['Jedes Alter'],"['Gesundheit, Pflege & Teilhabe']",SGB IX,Leistungen zur Sozialen Teilhabe,Jedes Alter,,"Gesundheit, Pflege",Teilhabe
"Leistungen für Wohnraum, dienen dem Umbau, der Ausstattung und der Erhaltung von Wohnraum, der den besonderen Bedürfnissen von Menschen mit Behinderungen entspricht.",§ 77 Leistungen für Wohnraum SGB IX,['Jedes Alter'],"['Gesundheit, Pflege & Teilhabe']",SGB IX,Leistung zur Sozialen Teilhabe,Jedes Alter,,"Gesundheit, Pflege",Teilhabe
"Unterstützungsleistungen zur Haushaltsführung, Leistungen der Assistenz zur allgemeinen Befähigung zur Teilnahme am Leben.",§ 78 Assistenzleistungen SGB IX,['Jedes Alter'],"['Gesundheit, Pflege & Teilhabe']",SGB IX,Leistung zur Sozialen Teilhabe,Jedes Alter,,"Gesundheit, Pflege",Teilhabe
"Heilpädagogische Maßnahmen, Dient der Entwicklung des Kindes und zur Entfaltung seiner Persönlichkeit.",§ 79 Heilpädagogische Leistungen SGB IX,['Jedes Alter'],"['Gesundheit, Pflege & Teilhabe']",SGB IX,Leistung zur Sozialen Teilhabe,Jedes Alter,,"Gesundheit, Pflege",Teilhabe
"Betreuung in einer Pflegefamilie, Ermöglichung der Betreuung in einer anderen Familie als der Herkunftsfamilie durch eine geeignete Pflegeperson.",§ 80 Leistungen zur Betreuung in einer Pflegefamilie SGB IX,['Jedes Alter'],"['Gesundheit, Pflege & Teilhabe']",SGB IX,Leistung zur Sozialen Teilhabe,Jedes Alter,,"Gesundheit, Pflege",Teilhabe
"Leistungen zum Erwerb und Erhalt praktischer Kenntnisse und Fähigkeiten, Einbringen in Fördergruppen und Schulungen oder ähnlichen Maßnahmen zur Vornahme lebenspraktischer Handlungen einschließlich hauswirtschaftlicher Tätigkeiten zu befähigen, sie auf die Teilhabe am Arbeitsleben vorzubereiten, ihre Sprache und Kommunikation zu verbessern und sie zu befähigen, sich ohne fremde Hilfe sicher im Verkehr zu bewegen.",§ 81 Leistungen zum Erwerb und Erhalt praktischer Kenntnisse und Fähigkeiten SGB IX,['Jedes Alter'],"['Gesundheit, Pflege & Teilhabe']",SGB IX,Leistung zur Sozialen Teilhabe,Jedes Alter,,"Gesundheit, Pflege",Teilhabe
"Leistungen zur Förderung der Verständigung, Förderung der Verständigung von Menschen mit Hör- und Sprachbehinderungen.",§ 82 Leistungen zur Förderung der Verständigung SGB IX,['Jedes Alter'],"['Gesundheit, Pflege & Teilhabe', 'Bildung & Qualifizierung']",SGB IX,Leistung zur Sozialen Teilhabe,Jedes Alter,,"Gesundheit, Pflege",Teilhabe
"Leistungen zur Mobilität, Beförderungsdienst und Leistungen für ein Kraftfahrzeug.",§ 83 Leistungen zur Mobilität SGB IX,['Jedes Alter'],"['Gesundheit, Pflege & Teilhabe']",SGB IX,Leistung zur Sozialen Teilhabe,Jedes Alter,,"Gesundheit, Pflege",Teilhabe
"Hilfsmittel, Ermöglichung gleichberechtigter Teilhabe am Leben in der Gemeinschaft. Hierzu gehören insbesondere barrierefreie Computer.",§ 84 Hilfsmittel SGB IX,['Jedes Alter'],"['Gesundheit, Pflege & Teilhabe']",SGB IX,Leistung zur Sozialen Teilhabe,Jedes Alter,,"Gesundheit, Pflege",Teilhabe
"Leistungen zur Beschäftigung, anerkannte Werkstätte für behinderte Menschen, Leistungen bei anderen Leistungsanbietern, Leistungen bei privaten und öffentlichen Arbeitgebern, Leistungen für ein Budget für Ausbildung, Gegenstände und Hilfsmittel.",§ 111 Leistungen zur Beschäftigung SGB IX,['Jedes Alter'],['Arbeit & Grundsicherung'],SGB IX,Besondere Leistungen zur selbstbestimmten Lebensführung für Menschen mit Behinderungen,Jedes Alter,,Arbeit,Grundsicherung
"Leistungen zur Teilhabe an Bildung, Hilfen zu einer Schulbildung, insbesondere im Rahmen der allgemeinen Schulpflicht und zum Besuchweiterführender Schulen einschließlich der Vorbereitung hierzu.",§ 112 Leistungen zur Teilhabe an Bildung SGB IX,['Jedes Alter'],"['Gesundheit, Pflege & Teilhabe', 'Bildung & Qualifizierung']",SGB IX,Besondere Leistungen zur selbstbestimmten Lebensführung für Menschen mit Behinderungen,Jedes Alter,,"Gesundheit, Pflege",Teilhabe
"Leistungen zur sozialen Teilhabe, kostenfreie Beförderung von schwerbehinderten Menschen im Personenverkehr.","§ 228 Unentgeltliche Beförderung, Anspruch auf Erstattung der Fahrgeldausfälle SGB IX",['Jedes Alter'],"['Gesundheit, Pflege & Teilhabe']",SGB IX,Besondere Leistungen zur selbstbestimmten Lebensführung für Menschen mit Behinderungen,Jedes Alter,,"Gesundheit, Pflege",Teilhabe
"Leistungen bei Pflegegrad 1, Pflegeberatung gemäß den § §  7a und 7b, Beratung in der eigenen Häuslichkeit gemäß §  37 Absatz 3, zusätzliche Leistungen für Pflegebedürftige in ambulant betreuten Wohngruppen gemäß §  38a.",§ 28a Leistungen bei Pflegegrad 1 SGB XI,"['Senior/-innen', 'Jedes Alter']","['Gesundheit, Pflege & Teilhabe']",SGB XI,Pflegeversicherung,Senior/-innen,Jedes Alter,"Gesundheit, Pflege",Teilhabe
"Häusliche Pflegehilfe, körperbezogene Pflegemaßnahmen, pflegerische Betreuungsmaßnahmen und Hilfen bei der Haushaltsführung.",§ 36 Pflegesachleistung SGB XI,"['Senior/-innen', 'Jedes Alter']","['Gesundheit, Pflege & Teilhabe']",SGB XI,Pflegeversicherung,Senior/-innen,Jedes Alter,"Gesundheit, Pflege",Teilhabe
"Häusliche Pflegehilfe, finanzielle Unterstützung für Pflegebedürftige der Pflegegrade 2 bis 5, die anstelle der häuslichen Pflegehilfe beantragt werden kann.",§ 37 Pflegegeld für selbst beschaffte Pflegehilfen SGB XI,"['Senior/-innen', 'Jedes Alter']","['Gesundheit, Pflege & Teilhabe']",SGB XI,Pflegeversicherung,Senior/-innen,Jedes Alter,"Gesundheit, Pflege",Teilhabe
"Häusliche Pflegehilfe, Anspruch auf anteiliges Plegegeld, falls Pflegebedürftige Sachleistungen nach § 36 SGB XI nur teilweise in Anspruch nehmen.",§ 38 Kombination von Geldleistung und Sachleistung (Kombinationsleistung) SGB XI,"['Senior/-innen', 'Jedes Alter']","['Gesundheit, Pflege & Teilhabe']",SGB XI,Pflegeversicherung,Senior/-innen,Jedes Alter,"Gesundheit, Pflege",Teilhabe
"Häusliche Pflegehilfe, liegt eine Betreuung in einer ambulant betreuten Wohngruppe vor, so gibt es einen Anspruch auf einen pauschalen finanziellen Zuschlag.",§ 38a Zusätzliche Leistungen für Pflegebedürftige in ambulant betreuten Wohngruppen SGB XI,"['Senior/-innen', 'Jedes Alter']","['Gesundheit, Pflege & Teilhabe']",SGB XI,Pflegeversicherung,Senior/-innen,Jedes Alter,"Gesundheit, Pflege",Teilhabe
"Häusliche Pflegehilfe, Übernahme der Kosten einer notwendigen Ersatzpflege durch die Pflegekasse für längstens sechs Wochen je Kalenderjahr, wenn die reguläre Pflegeperson aus verschiedenen Gründen an der Pflege gehindert ist.",§ 39 Häusliche Pflege bei Verhinderung der Pflegeperson SGB XI,"['Senior/-innen', 'Jedes Alter']","['Gesundheit, Pflege & Teilhabe']",SGB XI,Pflegeversicherung,Senior/-innen,Jedes Alter,"Gesundheit, Pflege",Teilhabe
"Häusliche Pflegehilfe, ergänzende Unterstützungsleistungen bei der Nutzung digitaler Pflegeanwendungen.",§ 39a Ergänzende Unterstützung bei Nutzung von digitalen Pflegeanwendungen SGB XI,"['Senior/-innen', 'Jedes Alter']","['Gesundheit, Pflege & Teilhabe']",SGB XI,Pflegeversicherung,Senior/-innen,Jedes Alter,"Gesundheit, Pflege",Teilhabe
"Häusliche Pflegehilfe, die Pflegekasse übernimmt bis zu einem gewissen Grad Kosten für wohnumfeldverbessernde Maßnahmen (Pflegehilfsmittel, die zur Erleichterung der Pflege oder zur Linderung von Beschwerden dienen).",§ 40 Pflegehilfsmittel und wohnumfeldverbessernde Maßnahmen SGB XI,"['Senior/-innen', 'Jedes Alter']","['Gesundheit, Pflege & Teilhabe']",SGB XI,Pflegeversicherung,Senior/-innen,Jedes Alter,"Gesundheit, Pflege",Teilhabe
"Häusliche Pflegehilfe, Anspruch auf Versorgung mit Anwendungen, die wesentlich auf digitalen Technologien beruhen.",§ 40a Digitale Pflegeanwendungen SGB XI,"['Senior/-innen', 'Jedes Alter']","['Gesundheit, Pflege & Teilhabe']",SGB XI,Pflegeversicherung,Senior/-innen,Jedes Alter,"Gesundheit, Pflege",Teilhabe
"Häusliche Pflegehilfe, Anspruch auf eine finanzielle Unterstützung beim Einsatz von digitalen Pflegeanwendungen.",§ 40b Leistungsanspruch beim Einsatz digitaler Pflegeanwendungen SGB XI,"['Senior/-innen', 'Jedes Alter']","['Gesundheit, Pflege & Teilhabe']",SGB XI,Pflegeversicherung,Senior/-innen,Jedes Alter,"Gesundheit, Pflege",Teilhabe
"Teilstationäre Pflege, Beförderung des Pflegebedürftigen, Übernahme der pflegebedingten Aufwendungen, Betreuung, medizinische Behandlungspflege, hierbei übernimmt die Pflegekasse je nach Pflegestufe einen bestimmten Betrag pro Monat.",§ 41 Tagespflege und Nachtpflege SGB XI,"['Senior/-innen', 'Jedes Alter']","['Gesundheit, Pflege & Teilhabe']",SGB XI,Pflegeversicherung,Senior/-innen,Jedes Alter,"Gesundheit, Pflege",Teilhabe
"Teilstationäre Pflege, bei unzureichender Pflege zuhause besteht Anspruch auf eine Kurzzeitpflege mit finanzieller Untersützung.",§ 42 Kurzzeitpflege SGB XI,"['Senior/-innen', 'Jedes Alter']","['Gesundheit, Pflege & Teilhabe']",SGB XI,Pflegeversicherung,Senior/-innen,Jedes Alter,"Gesundheit, Pflege",Teilhabe
"Vollstationäre Pflege, Pflegekasse übernimmt die pflegebedingten Aufwendungen einschließlich der Aufwendungen für Betreuung und die Aufwendungen für Leistungen der medizinischen Behandlungspflege.",§ 43 Inhalt der Leistung SGB XI,"['Senior/-innen', 'Jedes Alter']","['Gesundheit, Pflege & Teilhabe']",SGB XI,Pflegeversicherung,Senior/-innen,Jedes Alter,"Gesundheit, Pflege",Teilhabe
"Vollstationäre Pflege, bei Pflege in einer stationären Einrichtung gibt es einen Anspruch auf zusätzliche Betreuung und Aktivierung.",§ 43b Inhalt der Leistung SGB XI,"['Senior/-innen', 'Jedes Alter']","['Gesundheit, Pflege & Teilhabe']",SGB XI,Pflegeversicherung,Senior/-innen,Jedes Alter,"Gesundheit, Pflege",Teilhabe
"Vollstationäre Pflege, bei langfristiger stationärer Pflege gibt es eine Decklung des Eigenanteils, der mit Länge des Aufenthaltes steigt.",§ 43c Begrenzung des Eigenanteils an den pflegebedingten Aufwendungen SGB XI,"['Senior/-innen', 'Jedes Alter']","['Gesundheit, Pflege & Teilhabe']",SGB XI,Pflegeversicherung,Senior/-innen,Jedes Alter,"Gesundheit, Pflege",Teilhabe
"Unterstützung des Pflegepersonals, Zuschüsse zur Kranken- und Pflegeversicherung.",§ 44a Zusätzliche Leistungen bei Pflegezeit und kurzzeitiger Arbeitsverhinderung SGB XI,['Jedes Alter'],"['Gesundheit, Pflege & Teilhabe']",SGB XI,Pflegeversicherung,Jedes Alter,,"Gesundheit, Pflege",Teilhabe
"Angebote zur Unterstützung im Alltag, Betreuungsangebote, Angebote zur Entlastung von Pflegenden oder Angebote zur Entlastung im Alltag sein.","§ 45a Angebote zur Unterstützung im Alltag, Umwandlung des ambulanten Sachleistungsbetrags SGB XI","['Senior/-innen', 'Jedes Alter']","['Gesundheit, Pflege & Teilhabe']",SGB XI,Pflegeversicherung,Senior/-innen,Jedes Alter,"Gesundheit, Pflege",Teilhabe
"Entlastungsbetrag für Pflegebedürftige, Anspruch auf einen Entlastungsbetrag in Höhe von bis zu 125 Euro monatlich.",§ 45b Entlastungsbetrag SGB XI,"['Senior/-innen', 'Jedes Alter']","['Gesundheit, Pflege & Teilhabe']",SGB XI,Pflegeversicherung,Senior/-innen,Jedes Alter,"Gesundheit, Pflege",Teilhabe
"Leistungen zur Deckung von Bedarfen, Erstausstattungen für die Wohnung einschließlich Haushaltsgeräten, Erstausstattungen für Bekleidung und Erstausstattungen bei Schwangerschaft und Geburt, Anschaffung und Reparaturen von orthopädischen Schuhen, Reparaturen von therapeutischen Geräten und Ausrüstungen sowie die Miete von therapeutischen Geräten.",§ 31 Einmalige Bedarfe SGB XII,['Jedes Alter'],['Sozialhilfe & besondere Lebenslagen'],SGB XII,Sozialhilfe,Jedes Alter,,Sozialhilfe,besondere Lebenslagen
"Beiträge für Kranken- und Pflegeversicherung, Anerkennung von Beiträgen für eine Kranken- und Pflegeversicherung als Bedarf, wenn Leistungsberechtigte diese nicht aus eigenem Einkommen tragen können.",§ 32 Bedarfe für eine Kranken- und Pflegeversicherung SGB XII,['Jedes Alter'],"['Sozialhilfe & besondere Lebenslagen', 'Gesundheit, Pflege & Teilhabe']",SGB XII,Sozialhilfe,Jedes Alter,,Sozialhilfe,besondere Lebenslagen
"Bildungs- und Teilhabeleistungen für Kinder und Jugendliche, finanzielle Unterstützung für Schulausflüge, Klassenfahrten, persönlichen Schulbedarf, Schülerbeförderung, Lernförderung, Mittagsverpflegung und Teilhabe am sozialen und kulturellen Leben.",§ 34 Bedarfe für Bildung und Teilhabe SGB XII,['Jedes Alter'],"['Sozialhilfe & besondere Lebenslagen', 'Gesundheit, Pflege & Teilhabe']",SGB XII,Sozialhilfe,Jedes Alter,,Sozialhilfe,besondere Lebenslagen
"Bedarf für Unterkunft und Heizung, Anerkennung der tatsächlichen Aufwendungen für Unterkunft und Heizung.",§ 35 Bedarfe für Unterkunft und Heizung SGB XII,"['Jedes Alter', 'Senior/-innen']",['Sozialhilfe & besondere Lebenslagen'],SGB XII,Sozialhilfe,Jedes Alter,Senior/-innen,Sozialhilfe,besondere Lebenslagen
"Übernahme von Schulden zur Sicherung der Unterkunft oder zur Behebung einer vergleichbaren Notlage, Übernahme von Schulden zur Sicherung der Unterkunft oder zur Behebung einer vergleichbaren Notlage. Sie kann als Beihilfe oder Darlehen erbracht werden.",§ 36 Sonstige Hilfen zur Sicherung der Unterkunft SGB XII,['Jedes Alter'],['Sozialhilfe & besondere Lebenslagen'],SGB XII,Sozialhilfe,Jedes Alter,,Sozialhilfe,besondere Lebenslagen
"Übernahme von Zuzahlungen in Form eines ergänzenden Darlehens, Bereitstellung eines Darlehens zur Deckung unabweisbarer Bedarfe, die auf keine andere Weise gedeckt werden können.",§ 37 Ergänzende Darlehen SGB XII,"['Jedes Alter', 'Senior/-innen']",['Sozialhilfe & besondere Lebenslagen'],SGB XII,Sozialhilfe,Jedes Alter,Senior/-innen,Sozialhilfe,besondere Lebenslagen
"Finanzielle Unterstützung, ein Darlehen zur Deckung des notwendigen Lebensunterhalts, wenn eine leistungsberechtigte Person ihre Rente noch nicht erhalten hat oder ihre Einkünfte und Sozialleistungen am Monatsende fällig werden.",§ 37a Darlehen bei am Monatsende fälligen Einkünften SGB XII,['Jedes Alter'],"['Sozialhilfe & besondere Lebenslagen', 'Alter & Rente / Versorgung']",SGB XII,Sozialhilfe,Jedes Alter,,Sozialhilfe,besondere Lebenslagen
"Medizinische Vorsorgeleistungen und Untersuchungen, zur Verhütung und Früherkennung von Krankheiten.",§ 47 Vorbeugende Gesundheitshilfe SGB XII,['Jedes Alter'],['Sozialhilfe & besondere Lebenslagen'],SGB XII,Sozialhilfe,Jedes Alter,,Sozialhilfe,besondere Lebenslagen
"Krankenbehandlung, Erkennung, Heilung, Verhütung der Verschlimmerung oder Linderung von Krankheitsbeschwerden.",§ 48 Hilfe bei Krankheit SGB XII,['Jedes Alter'],"['Sozialhilfe & besondere Lebenslagen', 'Gesundheit, Pflege & Teilhabe']",SGB XII,Sozialhilfe,Jedes Alter,,Sozialhilfe,besondere Lebenslagen
"Familienplanung, Ärztliche Beratung inklusive Untersuchung und Verordnung von empfängnisregelnden Mitteln; Kostenübernahme für ärztlich verordnete empfängnisverhütende Mittel.",§ 49 Hilfe zur Familienplanung SGB XII,['Jedes Alter'],"['Sozialhilfe & besondere Lebenslagen', 'Familie & Kinder']",SGB XII,Sozialhilfe,Jedes Alter,,Sozialhilfe,besondere Lebenslagen
"Leistungen bei Schwangerschaft und Mutterschaft, Ärztliche Behandlung und Betreuung, Hebammenhilfe, Versorgung mit Arznei- , Verband- und Heilmitteln, Pflege in einer stationären Einrichtung, häusliche Pflege und die angemessenen Aufwendungen der Pflegeperson.",§ 50 Hilfe bei Schwangerschaft und Mutterschaft SGB XII,['Jedes Alter'],"['Sozialhilfe & besondere Lebenslagen', 'Gesundheit, Pflege & Teilhabe']",SGB XII,Sozialhilfe,Jedes Alter,,Sozialhilfe,besondere Lebenslagen
"Sterilisation aufgrund von Krankheit, ärztliche Untersuchung, Beratung und Begutachtung, ärztliche Behandlung, Versorgung mit Arznei- , Verband- und Heilmitteln, Krankenhauspflege.",§ 51 Hilfe bei Sterilisation SGB XII,['Jedes Alter'],"['Sozialhilfe & besondere Lebenslagen', 'Gesundheit, Pflege & Teilhabe']",SGB XII,Sozialhilfe,Jedes Alter,,Sozialhilfe,besondere Lebenslagen
"Pflegegeld, Anspruch auf Pflegegeld.",§ 64a Pflegegeld SGB XII,['Jedes Alter'],"['Sozialhilfe & besondere Lebenslagen', 'Gesundheit, Pflege & Teilhabe']",SGB XII,Sozialhilfe,Jedes Alter,,Sozialhilfe,besondere Lebenslagen
"Häusliche Pflegehilfe, Anspruch auf Pflegehilfe.",§ 64b Häusliche Pflegehilfe SGB XII,['Jedes Alter'],"['Sozialhilfe & besondere Lebenslagen', 'Gesundheit, Pflege & Teilhabe']",SGB XII,Sozialhilfe,Jedes Alter,,Sozialhilfe,besondere Lebenslagen
"Pflegehilfsmittel, Anspruch auf Pflegehilfsmittel.",§ 64d Pflegehilfsmittel SGB XII,['Jedes Alter'],"['Sozialhilfe & besondere Lebenslagen', 'Gesundheit, Pflege & Teilhabe']",SGB XII,Sozialhilfe,Jedes Alter,,Sozialhilfe,besondere Lebenslagen
"Maßnahmen zur Verbesserung des Wohnumfeldes der Pflegebedürftigen, um die häusliche Pflege zu ermöglichen oder zu erleichtern und eine möglichst selbständige Lebensführung der Pflegebedürftigen wiederherzustellen.",§ 64e Maßnahmen zur Verbesserung des Wohnumfeldes SGB XII,['Jedes Alter'],"['Sozialhilfe & besondere Lebenslagen', 'Gesundheit, Pflege & Teilhabe']",SGB XII,Sozialhilfe,Jedes Alter,,Sozialhilfe,besondere Lebenslagen
"Pflegegeld und zusätzliche Leistungen, Erstattung der Aufwendungen für die Beiträge einer Pflegeperson oder einer besonderen Pflegekraft für eine angemessene Alterssicherung, Übernahme der angemessenen Kosten für Beratung der Pflegeperson, Übernahme der angemessenen Kosten für die Sicherstellung der häuslichen Pflege für Pflegebedürftige der Pflegegrade 2, 3, 4 oder 5 im Rahmen des Arbeitgebermodells.",§ 64f Andere Leistungen SGB XII,['Jedes Alter'],"['Sozialhilfe & besondere Lebenslagen', 'Gesundheit, Pflege & Teilhabe']",SGB XII,Sozialhilfe,Jedes Alter,,Sozialhilfe,besondere Lebenslagen
"Tages- oder Nachtpflege, Teilstationäre Pflege in Einrichtungen der Tages- oder Nachtpflege und die notwendige Beförderung des Pflegebedürftigen von der Wohnung zur Einrichtung der Tages- oder Nachtpflege und zurück.",§ 64g Teilstationäre Pflege SGB XII,['Jedes Alter'],"['Sozialhilfe & besondere Lebenslagen', 'Gesundheit, Pflege & Teilhabe']",SGB XII,Sozialhilfe,Jedes Alter,,Sozialhilfe,besondere Lebenslagen
"Kurzzeitpflege, Anspruch auf Kurzzeitpflege in einer stationären Pflegeeinrichtung für Pflegebedürftige der Pflegegrade 2, 3, 4 oder 5, wenn die häusliche Pflege zeitweise nicht, noch nicht oder nicht im erforderlichen Umfang erbracht werden kann und die teilstationäre Pflege nicht ausreicht.",§ 64h Kurzzeitpflege SGB XII,['Jedes Alter'],"['Sozialhilfe & besondere Lebenslagen', 'Gesundheit, Pflege & Teilhabe']",SGB XII,Sozialhilfe,Jedes Alter,,Sozialhilfe,besondere Lebenslagen
"Entlastungsbetrag für Pflegebedürftige, finanzielle Unterstützung in Höhe von bis zu 125 Euro monatlich für Pflegebedürftige der Pflegegrade 2, 3, 4 oder 5 zur Entlastung pflegender Angehöriger, Förderung der Selbständigkeit und Selbstbestimmung der Pflegebedürftigen bei der Gestaltung ihres Alltags oder Inanspruchnahme von Unterstützungsangeboten. Entlastungsbetrag für Pflegebedürftige des Pflegegrades 1, monatlicher Entlastungsbetrag von bis zu 125 Euro zur Entlastung pflegender Angehöriger, Förderung der Selbständigkeit und Selbstbestimmung der Pflegebedürftigen, Inanspruchnahme von Leistungen der häuslichen Pflegehilfe, Maßnahmen zur Verbesserung des Wohnumfeldes, anderen Leistungen nach §  64f, Leistungen zur teilstationären Pflege, Inanspruchnahme von Unterstützungsangeboten.","§ 64i Entlastungsbetrag bei den Pflegegraden 2, 3, 4 oder 5 SGB XII, § 66 Entlastungsbetrag bei Pflegegrad 1 SGB XII","['Jedes Alter', 'Senior/-innen']","['Sozialhilfe & besondere Lebenslagen', 'Gesundheit, Pflege & Teilhabe']",SGB XII,Sozialhilfe,Jedes Alter,Senior/-innen,Sozialhilfe,besondere Lebenslagen
"Digitale Pflegeanwendungen, Versorgung mit digitalen Pflegeanwendungen zur Minderung von Beeinträchtigungen der Selbständigkeit oder der Fähigkeiten des Pflegebedürftigen.",§ 64j Digitale Pflegeanwendungen SGB XII,"['Jedes Alter', 'Senior/-innen']","['Sozialhilfe & besondere Lebenslagen', 'Gesundheit, Pflege & Teilhabe']",SGB XII,Sozialhilfe,Jedes Alter,Senior/-innen,Sozialhilfe,besondere Lebenslagen
"Unterstützungsleistungen für digitale Pflegeanwendungen, erforderliche ergänzende Unterstützungsleistungen für die Nutzung digitaler Pflegeanwendungen.",§ 64k Ergänzende Unterstützung bei Nutzung von digitalen Pflegeanwendungen SGB XII,['Jedes Alter'],"['Sozialhilfe & besondere Lebenslagen', 'Gesundheit, Pflege & Teilhabe']",SGB XII,Sozialhilfe,Jedes Alter,,Sozialhilfe,besondere Lebenslagen
"Stationäre Pflege, Betreuungsmaßnahmen für Pflegebedürftige der Pflegegrade 2, 3, 4 oder 5, wenn häusliche oder teilstationäre Pflege nicht möglich ist oder wegen der Besonderheit des Einzelfalls nicht in Betracht kommt.",§ 65 Stationäre Pflege SGB XII,['Jedes Alter'],"['Sozialhilfe & besondere Lebenslagen', 'Gesundheit, Pflege & Teilhabe']",SGB XII,Sozialhilfe,Jedes Alter,,Sozialhilfe,besondere Lebenslagen
"Persönliche Betreuung, Übernahme von Aufwendungen, Beihilfen, Beiträge zur Alterssicherung, Übernahme von Kosten für vorübergehende Unterbringung, Unterstützung von Personen, die ihren Haushalt nicht selbst führen können.",§ 70 Hilfe zur Weiterführung des Haushalts SGB XII,['Jedes Alter'],['Sozialhilfe & besondere Lebenslagen'],SGB XII,Sozialhilfe,Jedes Alter,,Sozialhilfe,besondere Lebenslagen
"Leistungen zur Betätigung und gesellschaftlichem Engagement, Leistungen bei der Beschaffung und Erhaltung einer altersgerechten Wohnung, Beratung und Unterstützung im Vor- und Umfeld von Pflege, Beratung und Unterstützung in allen Fragen der Inanspruchnahme altersgerechter Dienste, Leistungen zum Besuch von Veranstaltungen oder Einrichtungen, Leistungen zur Verbindung mit nahe stehenden Personen, Unterstützung und Förderung der Selbstständigkeit und Teilhabe von alten Menschen in der Gesellschaft.",§ 71 Altenhilfe SGB XII,"['Senior/-innen', 'Jedes Alter']","['Sozialhilfe & besondere Lebenslagen', 'Gesundheit, Pflege & Teilhabe']",SGB XII,Sozialhilfe,Senior/-innen,Jedes Alter,Sozialhilfe,besondere Lebenslagen
"Blindenhilfe, finanzielle Unterstützung zum Ausgleich der durch die Blindheit bedingten Mehraufwendungen.",§ 72 Blindenhilfe SGB XII,"['Jedes Alter', 'Senior/-innen']",['Sozialhilfe & besondere Lebenslagen'],SGB XII,Sozialhilfe,Jedes Alter,Senior/-innen,Sozialhilfe,besondere Lebenslagen
"Entlastung in sonstigen Lebenslagen, Leistungen können auch in sonstigen Lebenslagen erbracht werden, wenn sie den Einsatz öffentlicher Mittel rechtfertigen.",§ 73 Hilfe in sonstigen Lebenslagen SGB XII,"['Jedes Alter', 'Senior/-innen']",['Sozialhilfe & besondere Lebenslagen'],SGB XII,Sozialhilfe,Jedes Alter,Senior/-innen,Sozialhilfe,besondere Lebenslagen
"Übernahme der Bestattungskosten, wenn die Verpflichteten nicht in der Lage sind, diese Kosten selbst zu tragen.",§ 74 Bestattungskosten SGB XII,['Jedes Alter'],['Sozialhilfe & besondere Lebenslagen'],SGB XII,Sozialhilfe,Jedes Alter,,Sozialhilfe,besondere Lebenslagen
"Traumaambulanz, psychotherapeutische Intervention zur Verhinderung einer psychischen Gesundheitsstörung oder deren Chronifizierung.",§ 31 Leistungen in einer Traumaambulanz SGB XIV,['Jedes Alter'],"['Gesundheit, Pflege & Teilhabe']",SGB XIV,Soziale Entschädigung,Jedes Alter,,"Gesundheit, Pflege",Teilhabe
"Traumaambulanz, psychotherapeutische Frühintervention in einer Traumaambulanz für Geschädigte und deren Angehörige, Hinterbliebene und Nahestehende.",§ 32 Psychotherapeutische Frühintervention SGB XIV,['Jedes Alter'],"['Gesundheit, Pflege & Teilhabe']",SGB XIV,Soziale Entschädigung,Jedes Alter,,"Gesundheit, Pflege",Teilhabe
"Traumaambulanz, psychotherapeutische Intervention für Geschädigte, Angehörige, Hinterbliebene und Nahestehende, die ein schädigendes Ereignis erlebt haben, das zu einer akuten psychischen Belastung geführt hat.",§ 33 Psychotherapeutische Intervention in anderen Fällen SGB XIV,['Jedes Alter'],"['Gesundheit, Pflege & Teilhabe']",SGB XIV,Soziale Entschädigung,Jedes Alter,,"Gesundheit, Pflege",Teilhabe
"Traumaambulanz, bis zu 15 Sitzungen in der Traumaambulanz für Geschädigte, Angehörige, Hinterbliebene und Nahestehende.",§ 34 Leistungsvoraussetzungen und Leistungsumfang SGB XIV,['Jedes Alter'],"['Gesundheit, Pflege & Teilhabe']",SGB XIV,Soziale Entschädigung,Jedes Alter,,"Gesundheit, Pflege",Teilhabe
"Traumaambulanz, Betreuung in der Traumaambulanz und die Verweisung auf weitere psychotherapeutische Angebote bei Bedarf.",§ 35 Weiterer Bedarf nach Betreuung in der Traumaambulanz SGB XIV,['Jedes Alter'],"['Gesundheit, Pflege & Teilhabe']",SGB XIV,Soziale Entschädigung,Jedes Alter,,"Gesundheit, Pflege",Teilhabe
"Traumaambulanz, Übernahme der erforderlichen Fahrkosten zur nächstgelegenen Traumaambulanz und der notwendigen Betreuungskosten für zu pflegende oder zu betreuende Familienangehörige.",§ 36 Fahrkosten SGB XIV,['Jedes Alter'],"['Gesundheit, Pflege & Teilhabe']",SGB XIV,Soziale Entschädigung,Jedes Alter,,"Gesundheit, Pflege",Teilhabe
"Leistungen der Krankenbehandlung und weitere Leistungen, bestimmten Grad der Schädigungsfolgen aufweisen und keine anderweitige Absicherung im Krankheitsfall haben oder diese aufgrund der Schädigungsfolgen nicht mehr unterhalten können.",§ 42 Krankenbehandlung SGB XIV,['Jedes Alter'],"['Gesundheit, Pflege & Teilhabe']",SGB XIV,Soziale Entschädigung,Jedes Alter,,"Gesundheit, Pflege",Teilhabe
